Census,Election_Date,Month,Year,Ward,Polling_Place,Registered_Voters,11_AM_Turnout_Total,11_AM_Absentees_Processed,11_AM_Provisionals,11_AM_Turnout_Percentage,11_AM_Turnout_Projection,4_PM_Turnout_Total,4_PM_Absentees_Processed,4_PM_Provisionals,4_PM_Turnout_Percentage,4_PM_Turnout_Projection,8_PM_Turnout,8_PM_Provisionals,Final_Turnout_Percentage,OBJECTID
2010,4/2/13,April,2013,12,New Beginnings,,173,,NA,0.08,NA,377,,NA,0.18,NA,571,NA,0.28,2017
2010,4/2/13,April,2013,13,LaFollette,,61,,NA,0.09,NA,125,,NA,0.19,NA,206,NA,0.32,2018
2010,4/2/13,April,2013,14,LaFollette,,71,,NA,0.13,NA,126,,NA,0.24,NA,197,NA,0.37,2019
2010,4/2/13,April,2013,15,LaFollette,,152,,NA,0.13,NA,260,,NA,0.23,NA,394,NA,0.34,2020
2010,4/2/13,April,2013,16,Whitehorse,,257,,NA,0.1,NA,499,,NA,0.19,NA,922,NA,0.34,2021
2010,4/2/13,April,2013,18,Hy-Vee,,38,,NA,0.03,NA,94,,NA,0.09,NA,159,NA,0.14,2022
2010,4/2/13,April,2013,21,Hy-Vee,,47,,NA,0.04,NA,103,,NA,0.09,NA,212,NA,0.2,2023
2010,4/2/13,April,2013,19,Madison Armory,,41,,NA,0.04,NA,98,,NA,0.1,NA,184,NA,0.2,2024
2010,4/2/13,April,2013,20,Madison Armory,,19,,NA,0.08,NA,36,,NA,0.16,NA,57,NA,0.25,2025
2010,4/2/13,April,2013,22,Streets East,,56,,NA,0.03,NA,134,,NA,0.08,NA,282,NA,0.18,2026
2010,4/2/13,April,2013,23,Fire Station #11,,,,NA,0,NA,55,,NA,0.08,NA,106,NA,0.15,2027
2010,4/2/13,April,2013,24,Oakwood East,,82,,NA,0.11,NA,171,,NA,0.22,NA,212,NA,0.27,2028
2010,4/2/13,April,2013,25,Eastside Lutheran,,112,,NA,0.05,NA,264,,NA,0.11,NA,456,NA,0.19,2029
2010,4/2/13,April,2013,26,Eastside Lutheran,,81,,NA,0.06,NA,155,,NA,0.12,NA,299,NA,0.22,2030
2010,4/2/13,April,2013,27,Madison College,,1,,NA,0.06,NA,3,,NA,0.19,NA,3,NA,0.19,2031
2010,4/2/13,April,2013,28,Madison College,,81,,NA,0.06,NA,223,,NA,0.17,NA,388,NA,0.29,2032
2010,4/2/13,April,2013,29,East High,,180,,NA,0.06,NA,460,,NA,0.15,NA,943,NA,0.31,2033
2010,4/2/13,April,2013,30,Sherman,,76,,NA,0.06,NA,170,,NA,0.14,NA,303,NA,0.26,2034
2010,4/2/13,April,2013,31,St Paul,,111,,NA,0.08,NA,274,,NA,0.2,NA,464,NA,0.35,2035
2010,4/2/13,April,2013,32,Packers Townhomes,,76,,NA,0.09,NA,138,,NA,0.17,NA,225,NA,0.27,2036
2010,4/2/13,April,2013,33,Warner Park,,71,,NA,0.06,NA,137,,NA,0.12,NA,188,NA,0.16,2037
2010,4/2/13,April,2013,34,Warner Park,,104,,NA,0.09,NA,192,,NA,0.17,NA,307,NA,0.28,2038
2010,4/2/13,April,2013,35,Mendota,,58,,NA,0.04,NA,140,,NA,0.1,NA,263,NA,0.18,2039
2010,4/2/13,April,2013,36,Mendota,,130,,NA,0.09,NA,292,,NA,0.21,NA,446,NA,0.31,2040
2010,4/2/13,April,2013,37,Lindbergh,,133,,NA,0.08,NA,275,,NA,0.17,NA,480,NA,0.29,2041
2010,4/2/13,April,2013,38,Blackhawk School,,355,,NA,0.13,NA,693,,NA,0.26,NA,"1,020",NA,0.38,2042
2010,4/2/13,April,2013,112,Blackhawk School,,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2043
2010,4/2/13,April,2013,118,Blackhawk School,,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2044
2010,4/2/13,April,2013,39,Hawthorne,,120,,NA,0.06,NA,309,,NA,0.17,NA,563,NA,0.3,2045
2010,4/2/13,April,2013,40,Olbrich,,339,,NA,0.13,NA,692,,NA,0.27,NA,"1,231",NA,0.47,2046
2010,4/2/13,April,2013,41,O'Keeffe,,325,,NA,0.11,NA,624,,NA,0.21,NA,"1,134",NA,0.38,2047
2010,4/2/13,April,2013,42,Wil-Mar,,227,,NA,0.07,NA,483,,NA,0.15,NA,976,NA,0.3,2048
2010,4/2/13,April,2013,43,Madison Municipal Building,,21,,NA,0.04,NA,47,,NA,0.08,NA,87,NA,0.15,2049
2010,4/2/13,April,2013,52,Madison Municipal Building,,62,,NA,0.07,NA,117,,NA,0.13,NA,178,NA,0.2,2050
2010,4/2/13,April,2013,44,Tenney Park,,186,,NA,0.09,NA,350,,NA,0.16,NA,629,NA,0.29,2051
2010,4/2/13,April,2013,45,Lapham,,163,,NA,0.04,NA,417,,NA,0.11,NA,836,NA,0.23,2052
2010,4/2/13,April,2013,46,Gates of Heaven,,137,,NA,0.04,NA,265,,NA,0.08,NA,471,NA,0.14,2053
2010,4/2/13,April,2013,47,Lowell Center,,44,,NA,0.02,NA,157,,NA,0.05,NA,257,NA,0.09,2054
2010,4/2/13,April,2013,48,Lowell Center,,12,,NA,0.01,NA,47,,NA,0.03,NA,103,NA,0.07,2055
2010,4/2/13,April,2013,49,Fire Station #1,,17,,NA,0.01,NA,64,,NA,0.02,NA,102,NA,0.03,2056
2010,4/2/13,April,2013,50,Doyle Administration,,18,,NA,0.01,NA,84,,NA,0.03,NA,159,NA,0.06,2057
2010,4/2/13,April,2013,51,Madison Senior Center,,121,,NA,0.08,NA,240,,NA,0.15,NA,352,NA,0.22,2058
2010,4/2/13,April,2013,53,Capitol Lakes Retirement,,165,,NA,0.05,NA,340,,NA,0.1,NA,562,NA,0.16,2059
2010,4/2/13,April,2013,54,Student Services Center,,5,,NA,0.01,NA,24,,NA,0.03,NA,48,NA,0.05,2060
2010,4/2/13,April,2013,55,Porchlight,,25,,NA,0.01,NA,96,,NA,0.03,NA,150,NA,0.04,2061
2010,4/2/13,April,2013,56,Gordon Commons,,14,,NA,0,NA,63,,NA,0.02,NA,128,NA,0.04,2062
2010,4/2/13,April,2013,57,UW Memorial Library,,9,,NA,0,NA,37,,NA,0.02,NA,73,NA,0.04,2063
2010,4/2/13,April,2013,58,UW Memorial Union,,10,,NA,0.01,NA,45,,NA,0.03,NA,81,NA,0.06,2064
2010,4/2/13,April,2013,59,Holt Commons,,14,,NA,0.01,NA,45,,NA,0.03,NA,71,NA,0.05,2065
2010,4/2/13,April,2013,60,Eagle Heights,,34,,NA,0.04,NA,55,,NA,0.06,NA,115,NA,0.12,2066
2010,4/2/13,April,2013,61,First Congregational,,140,,NA,0.04,NA,294,,NA,0.09,NA,495,NA,0.15,2067
2010,4/2/13,April,2013,62,Blessed Sacrament,,127,,NA,0.14,NA,245,,NA,0.27,NA,452,NA,0.49,2068
2010,4/2/13,April,2013,63,West High,,152,,NA,0.07,NA,279,,NA,0.12,NA,495,NA,0.21,2069
2010,4/2/13,April,2013,64,Hoyt,,164,,NA,0.09,NA,324,,NA,0.18,NA,567,NA,0.31,2070
2010,4/2/13,April,2013,82,Hoyt,,148,,NA,0.1,NA,316,,NA,0.2,NA,556,NA,0.36,2071
2010,4/2/13,April,2013,65,Dudgeon,,306,,NA,0.1,NA,624,,NA,0.2,NA,"1,146",NA,0.37,2072
2010,4/2/13,April,2013,66,St James,,188,,NA,0.05,NA,385,,NA,0.11,NA,635,NA,0.18,2073
2010,4/2/13,April,2013,67,Brittingham,,45,,NA,0.04,NA,121,,NA,0.1,NA,211,NA,0.17,2074
2010,4/2/13,April,2013,68,Trinity UMC,,96,,NA,0.06,NA,186,,NA,0.12,NA,367,NA,0.24,2075
2010,4/2/13,April,2013,69,Bjarne Romnes,,151,,NA,0.07,NA,380,,NA,0.17,NA,704,NA,0.31,2076
2010,4/2/13,April,2013,70,Bridge-Lake Point-Waunona,,106,,NA,0.08,NA,242,,NA,0.19,NA,399,NA,0.31,2077
2010,4/2/13,April,2013,113,Bridge-Lake Point-Waunona,,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2078
2010,4/2/13,April,2013,71,South Police,,113,,NA,0.06,NA,237,,NA,0.13,NA,385,NA,0.21,2079
2010,4/2/13,April,2013,72,Boys & Girls Club,,34,,NA,0.05,NA,85,,NA,0.11,NA,158,NA,0.21,2080
2010,4/2/13,April,2013,73,Village on Park,,34,,NA,0.04,NA,92,,NA,0.11,NA,128,NA,0.16,2081
2010,4/2/13,April,2013,74,Leopold,,18,,NA,0.03,NA,58,,NA,0.08,NA,89,NA,0.13,2082
2010,4/2/13,April,2013,75,Arbor Hills - Leopold,,121,,NA,0.09,NA,288,,NA,0.21,NA,500,NA,0.36,2083
2010,4/2/13,April,2013,76,Head Start,,57,,NA,0.05,NA,76,,NA,0.06,NA,175,NA,0.14,2084
2010,4/2/13,April,2013,77,Toki,,190,,NA,0.09,NA,436,,NA,0.22,NA,694,NA,0.34,2085
2010,4/2/13,April,2013,78,Thoreau,,325,,NA,0.12,NA,618,,NA,0.23,NA,"1,004",NA,0.37,2086
2010,4/2/13,April,2013,79,Odana Hills,,348,,NA,0.12,NA,745,,NA,0.26,NA,"1,199",NA,0.43,2087
2010,4/2/13,April,2013,80,Midvale,,19,,NA,0.1,NA,40,,NA,0.2,NA,95,NA,0.48,2088
2010,4/2/13,April,2013,81,Midvale,,202,,NA,0.11,NA,383,,NA,0.21,NA,675,NA,0.38,2089
2010,4/2/13,April,2013,83,Covenant Presbyterian,,235,,NA,0.14,NA,440,,NA,0.26,NA,736,NA,0.43,2090
2010,4/2/13,April,2013,84,Hill Farm,,173,,NA,0.08,NA,355,,NA,0.16,NA,531,NA,0.24,2091
2010,4/2/13,April,2013,85,Stephens,,252,,NA,0.14,NA,462,,NA,0.25,NA,754,NA,0.41,2092
2010,4/2/13,April,2013,86,Spring Harbor,,192,,NA,0.08,NA,391,,NA,0.17,NA,670,NA,0.29,2093
2010,4/2/13,April,2013,87,Crestwood,,211,,NA,0.09,NA,540,,NA,0.23,NA,865,NA,0.36,2094
2010,4/2/13,April,2013,88,Alicia Ashman,,258,,NA,0.12,NA,474,,NA,0.22,NA,756,NA,0.35,2095
2010,4/2/13,April,2013,89,Oakwood West,,227,,NA,0.1,NA,564,,NA,0.25,NA,789,NA,0.34,2096
2010,4/2/13,April,2013,90,Madison Ice Arena,,69,,NA,0.08,NA,158,,NA,0.18,NA,223,NA,0.26,2097
2010,4/2/13,April,2013,104,Madison Ice Arena,,66,,NA,0.03,NA,150,,NA,0.07,NA,283,NA,0.14,2098
2010,4/2/13,April,2013,117,Madison Ice Arena,,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2099
2010,4/2/13,April,2013,91,Falk,,188,,NA,0.12,NA,370,,NA,0.24,NA,587,NA,0.38,2100
2010,4/2/13,April,2013,92,Our Redeemer,,128,,NA,0.1,NA,213,,NA,0.17,NA,365,NA,0.29,2101
2010,4/2/13,April,2013,103,Our Redeemer,,19,,NA,0.03,NA,39,,NA,0.07,NA,76,NA,0.14,2102
2010,4/2/13,April,2013,114,Our Redeemer,,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2103
2010,4/2/13,April,2013,115,Our Redeemer,,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2104
2010,4/2/13,April,2013,116,Our Redeemer,,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2105
2010,4/2/13,April,2013,93,Good Shepherd,,9,,NA,0.03,NA,25,,NA,0.08,NA,52,NA,0.17,2106
2010,4/2/13,April,2013,94,Good Shepherd,,102,,NA,0.11,NA,215,,NA,0.24,NA,349,NA,0.39,2107
2010,4/2/13,April,2013,95,Huegel,,150,,NA,0.07,NA,289,,NA,0.14,NA,539,NA,0.26,2108
2010,4/2/13,April,2013,96,Heritage,,85,,NA,0.05,NA,169,,NA,0.1,NA,355,NA,0.22,2109
2010,4/2/13,April,2013,97,St Mary's,,99,,NA,0.04,NA,198,,NA,0.09,NA,408,NA,0.18,2110
2010,4/2/13,April,2013,98,Chavez,,149,,NA,0.06,NA,277,,NA,0.11,NA,522,NA,0.2,2111
2010,4/2/13,April,2013,99,Meriter - McKee,,36,,NA,0.03,NA,92,,NA,0.08,NA,180,NA,0.16,2112
2010,4/2/13,April,2013,100,Meriter - McKee,,79,,NA,0.04,NA,212,,NA,0.1,NA,357,NA,0.16,2113
2010,4/2/13,April,2013,101,West Police,,29,,NA,0.04,NA,62,,NA,0.09,NA,112,NA,0.17,2114
2010,4/2/13,April,2013,102,West Police,,73,,NA,0.05,NA,139,,NA,0.09,NA,231,NA,0.16,2115
2010,4/2/13,April,2013,119,West Police,,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2116
2010,4/2/13,April,2013,105,Coventry Village,,80,,NA,0.04,NA,168,,NA,0.08,NA,309,NA,0.14,2117
2010,4/2/13,April,2013,107,Coventry Village,,101,,NA,0.11,NA,252,,NA,0.27,NA,282,NA,0.3,2118
2010,4/2/13,April,2013,106,Blackhawk Church,,123,,NA,0.06,NA,240,,NA,0.12,NA,360,NA,0.17,2119
2010,4/2/13,April,2013,108,Lussier,,136,,NA,0.06,NA,288,,NA,0.13,NA,425,NA,0.2,2120
2010,4/2/13,April,2013,109,High Point Church,,187,,NA,0.09,NA,372,,NA,0.18,NA,542,NA,0.26,2121
2010,4/2/13,April,2013,110,Attic Angel Place,,167,,NA,0.12,NA,286,,NA,0.2,NA,396,NA,0.28,2122
2010,4/2/13,April,2013,111,The Jefferson,,126,,NA,0.05,NA,239,,NA,0.1,NA,408,NA,0.17,2123
2010,4/1/14,April,2014,1,Glendale,"1,436",18,,NA,0.01,NA,59,,NA,0.04,NA,208,NA,0.14,2124
2010,4/1/14,April,2014,2,Glendale,"1,131",42,,NA,0.04,NA,88,,NA,0.08,NA,110,NA,0.1,2125
2010,4/1/14,April,2014,123,Glendale,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2126
2010,4/1/14,April,2014,3,City Church,914,33,,NA,0.04,NA,83,,NA,0.09,NA,143,NA,0.16,2127
2010,4/1/14,April,2014,4,City Church,613,31,,NA,0.05,NA,78,,NA,0.13,NA,142,NA,0.23,2128
2010,4/1/14,April,2014,7,City Church,"1,094",50,,NA,0.05,NA,100,,NA,0.09,NA,163,NA,0.15,2129
2010,4/1/14,April,2014,5,Elvehjem,"1,052",58,,NA,0.06,NA,123,,NA,0.12,NA,229,NA,0.22,2130
2010,4/1/14,April,2014,6,Elvehjem,"1,841",81,,NA,0.04,NA,217,,NA,0.12,NA,389,NA,0.21,2131
2010,4/1/14,April,2014,8,Door Creek Church,"1,729",63,,NA,0.04,NA,132,,NA,0.08,NA,247,NA,0.14,2132
2010,4/1/14,April,2014,9,East Police District,"1,814",94,,NA,0.05,NA,194,,NA,0.11,NA,311,NA,0.17,2133
2010,4/1/14,April,2014,10,Kennedy,"1,565",91,,NA,0.06,NA,223,,NA,0.14,NA,337,NA,0.22,2134
2010,4/1/14,April,2014,11,American Family,855,14,,NA,0.02,NA,53,,NA,0.06,NA,105,NA,0.12,2135
2010,4/1/14,April,2014,17,American Family,906,61,,NA,0.07,NA,116,,NA,0.13,NA,156,NA,0.17,2136
2010,4/1/14,April,2014,12,New Beginnings,"1,927",92,,NA,0.05,NA,260,,NA,0.13,NA,433,NA,0.22,2137
2010,4/1/14,April,2014,13,LaFollette,602,16,,NA,0.03,NA,53,,NA,0.09,NA,109,NA,0.18,2138
2010,4/1/14,April,2014,14,LaFollette,498,36,,NA,0.07,NA,76,,NA,0.15,NA,130,NA,0.26,2139
2010,4/1/14,April,2014,15,LaFollette,"1,134",54,,NA,0.05,NA,150,,NA,0.13,NA,249,NA,0.22,2140
2010,4/1/14,April,2014,16,Whitehorse,"2,461",127,,NA,0.05,NA,290,,NA,0.12,NA,537,NA,0.22,2141
2010,4/1/14,April,2014,18,Hy-Vee,949,25,,NA,0.03,NA,73,,NA,0.08,NA,142,NA,0.15,2142
2010,4/1/14,April,2014,21,Hy-Vee,969,41,,NA,0.04,NA,113,,NA,0.12,NA,192,NA,0.2,2143
2010,4/1/14,April,2014,19,Madison Armory,838,27,,NA,0.03,NA,62,,NA,0.07,NA,144,NA,0.17,2144
2010,4/1/14,April,2014,20,Madison Armory,202,9,,NA,0.04,NA,18,,NA,0.09,NA,46,NA,0.23,2145
2010,4/1/14,April,2014,22,Streets East,"1,477",66,,NA,0.04,NA,138,,NA,0.09,NA,259,NA,0.18,2146
2010,4/1/14,April,2014,23,Fire Station #11,731,,,NA,0,NA,60,,NA,0.08,NA,88,NA,0.12,2147
2010,4/1/14,April,2014,24,Oakwood Village Prairie Ridge,709,80,,NA,0.11,NA,152,,NA,0.21,NA,198,NA,0.28,2148
2010,4/1/14,April,2014,25,Eastside Lutheran,"2,147",58,,NA,0.03,NA,159,,NA,0.07,NA,287,NA,0.13,2149
2010,4/1/14,April,2014,26,Eastside Lutheran,"1,199",41,,NA,0.03,NA,96,,NA,0.08,NA,190,NA,0.16,2150
2010,4/1/14,April,2014,27,Madison College,19,0,,NA,0,NA,0,,NA,0,NA,2,NA,0.11,2151
2010,4/1/14,April,2014,28,Madison College,"1,306",43,,NA,0.03,NA,149,,NA,0.11,NA,235,NA,0.18,2152
2010,4/1/14,April,2014,29,East High,"2,673",121,,NA,0.05,NA,291,,NA,0.11,NA,619,NA,0.23,2153
2010,4/1/14,April,2014,30,Sherman,"1,092",31,,NA,0.03,NA,108,,NA,0.1,NA,207,NA,0.19,2154
2010,4/1/14,April,2014,31,St Paul,"1,197",65,,NA,0.05,NA,175,,NA,0.15,NA,305,NA,0.25,2155
2010,4/1/14,April,2014,32,Packers Townhomes,756,35,,NA,0.05,NA,77,,NA,0.1,NA,154,NA,0.2,2156
2010,4/1/14,April,2014,33,Warner Park,987,39,,NA,0.04,NA,95,,NA,0.1,NA,140,NA,0.14,2157
2010,4/1/14,April,2014,34,Warner Park,993,53,,NA,0.05,NA,126,,NA,0.13,NA,221,NA,0.22,2158
2010,4/1/14,April,2014,35,Mendota,"1,263",44,,NA,0.03,NA,98,,NA,0.08,NA,206,NA,0.16,2159
2010,4/1/14,April,2014,36,Mendota,"1,287",68,,NA,0.05,NA,165,,NA,0.13,NA,268,NA,0.21,2160
2010,4/1/14,April,2014,37,Lindbergh,"1,529",80,,NA,0.05,NA,199,,NA,0.13,NA,360,NA,0.24,2161
2010,4/1/14,April,2014,38,Blackhawk School,"2,667",161,,NA,0.06,NA,447,,NA,0.17,NA,653,NA,0.24,2162
2010,4/1/14,April,2014,112,Blackhawk School,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2163
2010,4/1/14,April,2014,118,Blackhawk School,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2164
2010,4/1/14,April,2014,39,Hawthorne,"1,488",74,,NA,0.05,NA,183,,NA,0.12,NA,346,NA,0.23,2165
2010,4/1/14,April,2014,40,Olbrich,"2,494",131,,NA,0.05,NA,341,,NA,0.14,NA,698,NA,0.28,2166
2010,4/1/14,April,2014,41,O'Keeffe,"2,672",121,,NA,0.05,NA,309,,NA,0.12,NA,667,NA,0.25,2167
2010,4/1/14,April,2014,42,Wil-Mar,"3,039",70,,NA,0.02,NA,219,,NA,0.07,NA,550,NA,0.18,2168
2010,4/1/14,April,2014,43,Madison Municipal Building,465,11,,NA,0.02,NA,28,,NA,0.06,NA,63,NA,0.14,2169
2010,4/1/14,April,2014,52,Madison Municipal Building,730,24,,NA,0.03,NA,50,,NA,0.07,NA,92,NA,0.13,2170
2010,4/1/14,April,2014,44,Tenney Park,"1,885",72,,NA,0.04,NA,192,,NA,0.1,NA,385,NA,0.2,2171
2010,4/1/14,April,2014,45,Lapham,"3,151",70,,NA,0.02,NA,189,,NA,0.06,NA,462,NA,0.15,2172
2010,4/1/14,April,2014,46,Gates of Heaven,"2,990",39,,NA,0.01,NA,119,,NA,0.04,NA,260,NA,0.09,2173
2010,4/1/14,April,2014,47,Lowell Center,"2,287",14,,NA,0.01,NA,58,,NA,0.03,NA,125,NA,0.05,2174
2010,4/1/14,April,2014,48,Lowell Center,"1,220",2,,NA,0,NA,16,,NA,0.01,NA,36,NA,0.03,2175
2010,4/1/14,April,2014,49,Fresh Madison Market,"2,494",15,,NA,0.01,NA,44,,NA,0.02,NA,103,NA,0.04,2176
2010,4/1/14,April,2014,50,Doyle Administration,"2,359",9,,NA,0,NA,41,,NA,0.02,NA,83,NA,0.04,2177
2010,4/1/14,April,2014,51,Central Library,"1,419",44,,NA,0.03,NA,146,,NA,0.1,NA,241,NA,0.17,2178
2010,4/1/14,April,2014,53,Capitol Lakes Retirement,"2,851",95,,NA,0.03,NA,262,,NA,0.09,NA,375,NA,0.13,2179
2010,4/1/14,April,2014,54,Ogg Hall,765,0,,NA,0,NA,21,,NA,0.03,NA,39,NA,0.05,2180
2010,4/1/14,April,2014,55,Porchlight,"3,256",11,,NA,0,NA,44,,NA,0.01,NA,74,NA,0.02,2181
2010,4/1/14,April,2014,56,Gordon Dining,"2,452",7,,NA,0,NA,53,,NA,0.02,NA,128,NA,0.05,2182
2010,4/1/14,April,2014,57,UW Memorial Library,"1,298",7,,NA,0.01,NA,34,,NA,0.03,NA,59,NA,0.05,2183
2010,4/1/14,April,2014,58,UW Memorial Union,"1,226",3,,NA,0,NA,30,,NA,0.02,NA,56,NA,0.05,2184
2010,4/1/14,April,2014,59,Holt Center,"1,344",7,,NA,0.01,NA,29,,NA,0.02,NA,78,NA,0.06,2185
2010,4/1/14,April,2014,60,Eagle Heights,777,28,,NA,0.04,NA,51,,NA,0.07,NA,105,NA,0.14,2186
2010,4/1/14,April,2014,61,First Congregational,"2,664",47,,NA,0.02,NA,138,,NA,0.05,NA,253,NA,0.09,2187
2010,4/1/14,April,2014,62,Blessed Sacrament,888,67,,NA,0.08,NA,126,,NA,0.14,NA,249,NA,0.28,2188
2010,4/1/14,April,2014,63,West High,"2,086",48,,NA,0.02,NA,126,,NA,0.06,NA,258,NA,0.12,2189
2010,4/1/14,April,2014,64,Hoyt,"1,579",58,,NA,0.04,NA,160,,NA,0.1,NA,314,NA,0.2,2190
2010,4/1/14,April,2014,82,Hoyt,"1,415",58,,NA,0.04,NA,168,,NA,0.12,NA,302,NA,0.21,2191
2010,4/1/14,April,2014,65,Wingra School,"2,701",140,,NA,0.05,NA,358,,NA,0.13,NA,639,NA,0.24,2192
2010,4/1/14,April,2014,66,St James,"2,825",77,,NA,0.03,NA,183,,NA,0.06,NA,357,NA,0.13,2193
2010,4/1/14,April,2014,67,Brittingham,"1,132",27,,NA,0.02,NA,63,,NA,0.06,NA,121,NA,0.11,2194
2010,4/1/14,April,2014,68,Trinity UMC,"1,219",48,,NA,0.04,NA,119,,NA,0.1,NA,221,NA,0.18,2195
2010,4/1/14,April,2014,69,Bjarne Romnes,"1,970",86,,NA,0.04,NA,228,,NA,0.12,NA,404,NA,0.21,2196
2010,4/1/14,April,2014,70,Bridge-Lake Point-Waunona,"1,317",43,,NA,0.03,NA,133,,NA,0.1,NA,234,NA,0.18,2197
2010,4/1/14,April,2014,113,Bridge-Lake Point-Waunona,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2198
2010,4/1/14,April,2014,71,Resiliance Research Center,"1,630",48,,NA,0.03,NA,124,,NA,0.08,NA,236,NA,0.14,2199
2010,4/1/14,April,2014,72,Village on Park,704,23,,NA,0.03,NA,71,,NA,0.1,NA,122,NA,0.17,2200
2010,4/1/14,April,2014,73,Village on Park,817,19,,NA,0.02,NA,57,,NA,0.07,NA,90,NA,0.11,2201
2010,4/1/14,April,2014,74,Leopold,587,5,,NA,0.01,NA,27,,NA,0.05,NA,44,NA,0.07,2202
2010,4/1/14,April,2014,75,Leopold,"1,360",35,,NA,0.03,NA,112,,NA,0.08,NA,259,NA,0.19,2203
2010,4/1/14,April,2014,76,Dane County Parent Council,"1,022",21,,NA,0.02,NA,73,,NA,0.07,NA,128,NA,0.13,2204
2010,4/1/14,April,2014,77,Toki,"1,867",96,,NA,0.05,NA,216,,NA,0.12,NA,384,NA,0.21,2205
2010,4/1/14,April,2014,78,Thoreau,"2,568",151,,NA,0.06,NA,317,,NA,0.12,NA,549,NA,0.21,2206
2010,4/1/14,April,2014,79,Sequoya Library,"2,746",152,,NA,0.06,NA,423,,NA,0.15,NA,704,NA,0.26,2207
2010,4/1/14,April,2014,80,Midvale,190,12,,NA,0.06,NA,28,,NA,0.15,NA,54,NA,0.28,2208
2010,4/1/14,April,2014,81,Midvale,"1,645",103,,NA,0.06,NA,212,,NA,0.13,NA,409,NA,0.25,2209
2010,4/1/14,April,2014,83,Covenant Presbyterian,"1,604",84,,NA,0.05,NA,221,,NA,0.14,NA,387,NA,0.24,2210
2010,4/1/14,April,2014,84,Hill Farm,"1,899",87,,NA,0.05,NA,193,,NA,0.1,NA,279,NA,0.15,2211
2010,4/1/14,April,2014,85,Stephens,"1,714",118,,NA,0.07,NA,252,,NA,0.15,NA,411,NA,0.24,2212
2010,4/1/14,April,2014,86,Spring Harbor,"2,085",8,,NA,0,NA,224,,NA,0.11,NA,414,NA,0.2,2213
2010,4/1/14,April,2014,87,Crestwood,"2,196",105,,NA,0.05,NA,253,,NA,0.12,NA,420,NA,0.19,2214
2010,4/1/14,April,2014,88,Alicia Ashman,"2,091",130,,NA,0.06,NA,267,,NA,0.13,NA,435,NA,0.21,2215
2010,4/1/14,April,2014,89,Oakwood Village University Woods,"2,173",163,,NA,0.08,NA,420,,NA,0.19,NA,537,NA,0.25,2216
2010,4/1/14,April,2014,90,Madison Ice Arena,869,17,,NA,0.02,NA,77,,NA,0.09,NA,107,NA,0.12,2217
2010,4/1/14,April,2014,104,Madison Ice Arena,"1,983",29,,NA,0.01,NA,80,,NA,0.04,NA,175,NA,0.09,2218
2010,4/1/14,April,2014,117,Madison Ice Arena,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2219
2010,4/1/14,April,2014,91,Falk,"1,543",66,,NA,0.04,NA,183,,NA,0.12,NA,352,NA,0.23,2220
2010,4/1/14,April,2014,92,Huegel Elementary,"1,382",49,,NA,0.04,NA,120,,NA,0.09,NA,210,NA,0.15,2221
2010,4/1/14,April,2014,95,Huegel Elementary,"1,896",84,,NA,0.04,NA,157,,NA,0.08,NA,283,NA,0.15,2222
2010,4/1/14,April,2014,103,Fire Station #7,531,8,,NA,0.02,NA,20,,NA,0.04,NA,55,NA,0.1,2223
2010,4/1/14,April,2014,114,Fire Station #8,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2224
2010,4/1/14,April,2014,115,Fire Station #9,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2225
2010,4/1/14,April,2014,116,Fire Station #10,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,2226
2010,4/1/14,April,2014,93,Good Shepherd,324,8,,NA,0.02,NA,15,,NA,0.05,NA,0,NA,0,2227
2010,4/1/14,April,2014,94,Good Shepherd,878,52,,NA,0.06,NA,118,,NA,0.13,NA,210,NA,0.24,2228
2010,4/1/14,April,2014,96,Heritage,"1,597",22,,NA,0.01,NA,73,,NA,0.05,NA,164,NA,0.1,2229
2010,4/1/14,April,2014,97,St Mary's,"2,215",58,,NA,0.03,NA,102,,NA,0.05,NA,211,NA,0.1,2230
2010,4/1/14,April,2014,98,Chavez,"2,595",55,,NA,0.02,NA,144,,NA,0.06,NA,288,NA,0.11,2231
2010,4/1/14,April,2014,99,Meriter - McKee,952,12,,NA,0.01,NA,44,,NA,0.05,NA,97,NA,0.1,2232
2010,4/1/14,April,2014,100,Meriter - McKee,"1,966",42,,NA,0.02,NA,113,,NA,0.06,NA,204,NA,0.1,2233
2010,4/1/14,April,2014,101,West Police,594,10,,NA,0.02,NA,32,,NA,0.05,NA,53,NA,0.09,2234
