Census,Election_Date,Month,Year,Ward,Polling_Place,Registered_Voters,11_AM_Turnout_Total,11_AM_Absentees_Processed,11_AM_Provisionals,11_AM_Turnout_Percentage,11_AM_Turnout_Projection,4_PM_Turnout_Total,4_PM_Absentees_Processed,4_PM_Provisionals,4_PM_Turnout_Percentage,4_PM_Turnout_Projection,8_PM_Turnout,8_PM_Provisionals,Final_Turnout_Percentage,OBJECTID
2000,4/1/08,April,2008,1,Glendale,2510,141,NA,NA,0.06,NA,284,NA,NA,0.11,NA,483,NA,0.19,0
2000,4/1/08,April,2008,2,Lake City,2516,163,NA,NA,0.06,NA,315,NA,NA,0.13,NA,589,NA,0.23,1
2000,4/1/08,April,2008,3,Elvehjem,1336,89,NA,NA,0.07,NA,226,NA,NA,0.17,NA,382,NA,0.29,2
2000,4/1/08,April,2008,4,Elvehjem,1533,63,NA,NA,0.04,NA,179,NA,NA,0.12,NA,274,NA,0.18,3
2000,4/1/08,April,2008,131,Elvehjem,1,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,4
2000,4/1/08,April,2008,5,Door Creek Church,2181,128,NA,NA,0.06,NA,299,NA,NA,0.14,NA,488,NA,0.22,5
2000,4/1/08,April,2008,5,Kennedy,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,6
2000,4/1/08,April,2008,6,Kennedy,1642,130,NA,NA,0.08,NA,250,NA,NA,0.15,NA,428,NA,0.26,7
2000,4/1/08,April,2008,111,Kennedy,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,8
2000,4/1/08,April,2008,115,Kenndy,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,9
2000,4/1/08,April,2008,139,Kennedy,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,10
2000,4/1/08,April,2008,7,New Beginnings,1873,118,NA,NA,0.06,NA,275,NA,NA,0.15,NA,403,NA,0.22,11
2000,4/1/08,April,2008,136,New Beginnings,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,12
2000,4/1/08,April,2008,8,American Family,1778,64,NA,NA,0.04,NA,157,NA,NA,0.09,NA,252,NA,0.14,13
2000,4/1/08,April,2008,9,American Family,917,21,NA,NA,0.02,NA,56,NA,NA,0.06,NA,93,NA,0.1,14
2000,4/1/08,April,2008,10,LaFollette,1645,98,NA,NA,0.06,NA,230,NA,NA,0.14,NA,425,NA,0.26,15
2000,4/1/08,April,2008,11,Whitehorse,2503,145,NA,NA,0.06,NA,303,NA,NA,0.12,NA,537,NA,0.21,16
2000,4/1/08,April,2008,12,Hawthorne,1211,48,NA,NA,0.04,NA,122,NA,NA,0.1,NA,223,NA,0.18,17
2000,4/1/08,April,2008,13,Hawthorne,578,23,NA,NA,0.04,NA,59,NA,NA,0.1,NA,100,NA,0.17,18
2000,4/1/08,April,2008,14,MATC Commercial,1341,69,NA,NA,0.05,NA,132,NA,NA,0.1,NA,234,NA,0.17,19
2000,4/1/08,April,2008,15,Ntnl Guard,754,34,NA,NA,0.05,NA,76,NA,NA,0.1,NA,125,NA,0.17,20
2000,4/1/08,April,2008,21,Ntnl Guard,419,13,NA,NA,0.03,NA,24,NA,NA,0.06,NA,32,NA,0.08,21
2000,4/1/08,April,2008,133,Ntnl Guard,2,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,22
2000,4/1/08,April,2008,16,#8 Fire Stn,644,31,NA,NA,0.05,NA,68,NA,NA,0.11,NA,110,NA,0.17,23
2000,4/1/08,April,2008,17,#8 Fire Stn,1801,59,NA,NA,0.03,NA,101,NA,NA,0.06,NA,217,NA,0.12,24
2000,4/1/08,April,2008,18,#8 Fire Stn,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,25
2000,4/1/08,April,2008,118,#8 Fire Stn,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,26
2000,4/1/08,April,2008,18,Oakwood,965,88,NA,NA,0.09,NA,202,NA,NA,0.21,NA,256,NA,0.27,27
2000,4/1/08,April,2008,19,Sandburg,2162,69,NA,NA,0.03,NA,150,NA,NA,0.07,NA,309,NA,0.14,28
2000,4/1/08,April,2008,20,Sandburg,533,27,NA,NA,0.05,NA,45,NA,NA,0.08,NA,97,NA,0.18,29
2000,4/1/08,April,2008,108,Sandburg,106,4,NA,NA,0.04,NA,7,NA,NA,0.07,NA,23,NA,0.22,30
2000,4/1/08,April,2008,138,Sandburg,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,31
2000,4/1/08,April,2008,22,Mendota,1204,26,NA,NA,0.02,NA,263,NA,NA,0.22,NA,374,NA,0.31,32
2000,4/1/08,April,2008,23,Mendota,887,103,NA,NA,0.12,NA,72,NA,NA,0.08,NA,118,NA,0.13,33
2000,4/1/08,April,2008,24,Lindbergh,1498,127,NA,NA,0.08,NA,249,NA,NA,0.17,NA,405,NA,0.27,34
2000,4/1/08,April,2008,25,Black Hawk,3015,300,NA,NA,0.1,NA,665,NA,NA,0.22,NA,1102,NA,0.37,35
2000,4/1/08,April,2008,143,Black Hawk,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,36
2000,4/1/08,April,2008,144,Black Hawk,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,37
2000,4/1/08,April,2008,26,Warner Park,329,9,NA,NA,0.03,NA,20,NA,NA,0.06,NA,40,NA,0.12,38
2000,4/1/08,April,2008,27,Warner Park,1689,89,NA,NA,0.05,NA,236,NA,NA,0.14,NA,337,NA,0.2,39
2000,4/1/08,April,2008,28,Warner Park,315,13,NA,NA,0.04,NA,28,NA,NA,0.09,NA,53,NA,0.17,40
2000,4/1/08,April,2008,29,Warner Park,342,25,NA,NA,0.07,NA,56,NA,NA,0.16,NA,117,NA,0.34,41
2000,4/1/08,April,2008,30,St Paul,1182,96,NA,NA,0.08,NA,252,NA,NA,0.21,NA,411,NA,0.35,42
2000,4/1/08,April,2008,31,Sherman,1095,45,NA,NA,0.04,NA,93,NA,NA,0.08,NA,207,NA,0.19,43
2000,4/1/08,April,2008,32,East High,2129,95,NA,NA,0.04,NA,207,NA,NA,0.1,NA,482,NA,0.23,44
2000,4/1/08,April,2008,33,Olbrich,3000,223,NA,NA,0.07,NA,484,NA,NA,0.16,NA,915,NA,0.31,45
2000,4/1/08,April,2008,34,O'Keeffe,3534,237,NA,NA,0.07,NA,560,NA,NA,0.16,NA,992,NA,0.28,46
2000,4/1/08,April,2008,35,Wil-Mar,2340,86,NA,NA,0.04,NA,226,NA,NA,0.1,NA,485,NA,0.21,47
2000,4/1/08,April,2008,36,MMB,719,39,NA,NA,0.05,NA,84,NA,NA,0.12,NA,122,NA,0.17,48
2000,4/1/08,April,2008,37,Tenney,2025,102,NA,NA,0.05,NA,222,NA,NA,0.11,NA,436,NA,0.22,49
2000,4/1/08,April,2008,38,Lapham,1863,83,NA,NA,0.04,NA,158,NA,NA,0.08,NA,311,NA,0.17,50
2000,4/1/08,April,2008,39,Gates of Heaven,3326,78,NA,NA,0.02,NA,188,NA,NA,0.06,NA,327,NA,0.1,51
2000,4/1/08,April,2008,41,MATC  ,2211,41,NA,NA,0.02,NA,83,NA,NA,0.04,NA,141,NA,0.06,52
2000,4/1/08,April,2008,43,Madison Library,2350,82,NA,NA,0.03,NA,320,NA,NA,0.14,NA,537,NA,0.23,53
2000,4/1/08,April,2008,45,Gordon Commons,3577,12,NA,NA,0,NA,63,NA,NA,0.02,NA,101,NA,0.03,54
2000,4/1/08,April,2008,47,Memorial Union,2191,9,NA,NA,0,NA,62,NA,NA,0.03,NA,92,NA,0.04,55
2000,4/1/08,April,2008,48,Porchlight,3019,19,NA,NA,0.01,NA,65,NA,NA,0.02,NA,98,NA,0.03,56
2000,4/1/08,April,2008,49,Brittingham,1252,28,NA,NA,0.02,NA,75,NA,NA,0.06,NA,128,NA,0.1,57
2000,4/1/08,April,2008,50,St James,3408,134,NA,NA,0.04,NA,285,NA,NA,0.08,NA,517,NA,0.15,58
2000,4/1/08,April,2008,51,Trinity UMC,1214,58,NA,NA,0.05,NA,127,NA,NA,0.1,NA,229,NA,0.19,59
2000,4/1/08,April,2008,52,Bjarne Romnes,2118,143,NA,NA,0.07,NA,266,NA,NA,0.13,NA,498,NA,0.24,60
2000,4/1/08,April,2008,53,Boys & Girls,714,19,NA,NA,0.03,NA,52,NA,NA,0.07,NA,97,NA,0.14,61
2000,4/1/08,April,2008,106,Boys & Girls,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,62
2000,4/1/08,April,2008,140,Boys & Girls,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,63
2000,4/1/08,April,2008,54,Bridge-Lake,1209,80,NA,NA,0.07,NA,172,NA,NA,0.14,NA,260,NA,0.22,64
2000,4/1/08,April,2008,55,MPD South,120,0,NA,NA,0,NA,7,NA,NA,0.06,NA,14,NA,0.12,65
2000,4/1/08,April,2008,56,MPD South,1424,52,NA,NA,0.04,NA,147,NA,NA,0.1,NA,233,NA,0.16,66
2000,4/1/08,April,2008,56,Nghbrhd Interv,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,67
2000,4/1/08,April,2008,57,#6 Fire Stn,742,17,NA,NA,0.02,NA,54,NA,NA,0.07,NA,77,NA,0.1,68
2000,4/1/08,April,2008,117,#6 Fire Stn,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,69
2000,4/1/08,April,2008,58,Leopold,598,12,NA,NA,0.02,NA,35,NA,NA,0.06,NA,55,NA,0.09,70
2000,4/1/08,April,2008,59,Leopold,1310,74,NA,NA,0.06,NA,191,NA,NA,0.15,NA,331,NA,0.25,71
2000,4/1/08,April,2008,60,1st Congregatnl,788,10,NA,NA,0.01,NA,16,NA,NA,0.02,NA,26,NA,0.03,72
2000,4/1/08,April,2008,61,1st Congregatnl,3194,12,NA,NA,0,NA,248,NA,NA,0.08,NA,418,NA,0.13,73
2000,4/1/08,April,2008,62,Holt Commons,1780,29,NA,NA,0.02,NA,82,NA,NA,0.05,NA,138,NA,0.08,74
2000,4/1/08,April,2008,63,Eagle Hts,806,23,NA,NA,0.03,NA,0,NA,NA,0,NA,91,NA,0.11,75
2000,4/1/08,April,2008,64,West High,2365,113,NA,NA,0.05,NA,238,NA,NA,0.1,NA,462,NA,0.2,76
2000,4/1/08,April,2008,65,Blessed Sacrament,1805,195,NA,NA,0.11,NA,358,NA,NA,0.2,NA,695,NA,0.39,77
2000,4/1/08,April,2008,66,Dudgeon,2016,132,NA,NA,0.07,NA,332,NA,NA,0.16,NA,519,NA,0.26,78
2000,4/1/08,April,2008,116,Dudgeon,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,79
2000,4/1/08,April,2008,67,Thoreau,2659,203,NA,NA,0.08,NA,496,NA,NA,0.19,NA,853,NA,0.32,80
2000,4/1/08,April,2008,68,Head Start,1022,39,NA,NA,0.04,NA,72,NA,NA,0.07,NA,121,NA,0.12,81
2000,4/1/08,April,2008,69,Midvale,1711,162,NA,NA,0.09,NA,346,NA,NA,0.2,NA,676,NA,0.4,82
2000,4/1/08,April,2008,70,Hoyt,2025,188,NA,NA,0.09,NA,434,NA,NA,0.21,NA,693,NA,0.34,83
2000,4/1/08,April,2008,71,Hoyt,1183,67,NA,NA,0.06,NA,165,NA,NA,0.14,NA,281,NA,0.24,84
2000,4/1/08,April,2008,72,Van Hise,1673,169,NA,NA,0.1,NA,406,NA,NA,0.24,NA,684,NA,0.41,85
2000,4/1/08,April,2008,73,Hill Farm,1698,126,NA,NA,0.07,NA,332,NA,NA,0.2,NA,462,NA,0.27,86
2000,4/1/08,April,2008,74,Spring Harbor,2179,190,NA,NA,0.09,NA,372,NA,NA,0.17,NA,639,NA,0.29,87
2000,4/1/08,April,2008,75,Crestwood,2619,234,NA,NA,0.09,NA,577,NA,NA,0.22,NA,951,NA,0.36,88
2000,4/1/08,April,2008,76,Stephens,1218,108,NA,NA,0.09,NA,293,NA,NA,0.24,NA,447,NA,0.37,89
2000,4/1/08,April,2008,77,Stephens,839,53,NA,NA,0.06,NA,152,NA,NA,0.18,NA,349,NA,0.42,90
2000,4/1/08,April,2008,78,Muir,1631,163,NA,NA,0.1,NA,355,NA,NA,0.22,NA,549,NA,0.34,91
2000,4/1/08,April,2008,79,Jefferson,1045,82,NA,NA,0.08,NA,214,NA,NA,0.2,NA,291,NA,0.28,92
2000,4/1/08,April,2008,80,Jefferson,908,10,NA,NA,0.01,NA,39,NA,NA,0.04,NA,60,NA,0.07,93
2000,4/1/08,April,2008,81,High Point,1979,160,NA,NA,0.08,NA,348,NA,NA,0.18,NA,539,NA,0.27,94
2000,4/1/08,April,2008,83,High Point,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,95
2000,4/1/08,April,2008,100,High Point,2,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,96
2000,4/1/08,April,2008,104,High Point,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,97
2000,4/1/08,April,2008,105,High Point,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,98
2000,4/1/08,April,2008,109,High Point,28,0,NA,NA,0,NA,1,NA,NA,0.04,NA,1,NA,0.04,99
2000,4/1/08,April,2008,112,High Point,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,100
2000,4/1/08,April,2008,113,High Point,10,1,NA,NA,0.1,NA,3,NA,NA,0.3,NA,3,NA,0.3,101
2000,4/1/08,April,2008,145,High Point,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,102
2000,4/1/08,April,2008,82,Alicia Ashman,2172,187,NA,NA,0.09,NA,390,NA,NA,0.18,NA,649,NA,0.3,103
2000,4/1/08,April,2008,101,Alicia Ashman,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,104
2000,4/1/08,April,2008,127,Alicia Ashman,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,105
2000,4/1/08,April,2008,132,Alicia Ashman,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,106
2000,4/1/08,April,2008,141,Alicia Ashman,3,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,107
2000,4/1/08,April,2008,83,The Jefferson,3018,189,NA,NA,0.06,NA,462,NA,NA,0.15,NA,733,NA,0.24,108
2000,4/1/08,April,2008,110,The Jefferson,168,8,NA,NA,0.05,NA,18,NA,NA,0.11,NA,39,NA,0.23,109
2000,4/1/08,April,2008,112,The Jefferson,31,1,NA,NA,0.03,NA,5,NA,NA,0.16,NA,7,NA,0.23,110
2000,4/1/08,April,2008,119,The Jefferson,5,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,111
2000,4/1/08,April,2008,120,The Jefferson,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,112
2000,4/1/08,April,2008,129,The Jefferson,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,113
2000,4/1/08,April,2008,84,Odana Hills,1261,131,NA,NA,0.1,NA,292,NA,NA,0.23,NA,477,NA,0.38,114
2000,4/1/08,April,2008,85,MG&E Innovation,1552,175,NA,NA,0.11,NA,323,NA,NA,0.21,NA,511,NA,0.33,115
2000,4/1/08,April,2008,86,Toki,2227,216,NA,NA,0.1,NA,494,NA,NA,0.22,NA,792,NA,0.36,116
2000,4/1/08,April,2008,87,Good Shepherd,1882,214,NA,NA,0.11,NA,428,NA,NA,0.23,NA,662,NA,0.35,117
2000,4/1/08,April,2008,88,Good Shepherd,621,20,NA,NA,0.03,NA,54,NA,NA,0.09,NA,102,NA,0.16,118
2000,4/1/08,April,2008,89,Huegel,792,51,NA,NA,0.06,NA,114,NA,NA,0.14,NA,241,NA,0.3,119
2000,4/1/08,April,2008,90,Heritage,1244,40,NA,NA,0.03,NA,88,NA,NA,0.07,NA,180,NA,0.14,120
2000,4/1/08,April,2008,93,Heritage,2469,92,NA,NA,0.04,NA,207,NA,NA,0.08,NA,370,NA,0.15,121
2000,4/1/08,April,2008,93,Heritage,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,122
2000,4/1/08,April,2008,102,Heritage,245,13,NA,NA,0.05,NA,31,NA,NA,0.13,NA,52,NA,0.21,123
2000,4/1/08,April,2008,103,Heritage,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,124
2000,4/1/08,April,2008,91,Capitoland,1963,65,NA,NA,0.03,NA,155,NA,NA,0.08,NA,291,NA,0.15,125
2000,4/1/08,April,2008,92,Chavez,2513,113,NA,NA,0.04,NA,229,NA,NA,0.09,NA,439,NA,0.17,126
2000,4/1/08,April,2008,135,Chavez,7,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,127
2000,4/1/08,April,2008,94,MPD West,893,42,NA,NA,0.05,NA,117,NA,NA,0.13,NA,193,NA,0.22,128
2000,4/1/08,April,2008,95,Falk,841,37,NA,NA,0.04,NA,84,NA,NA,0.1,NA,140,NA,0.17,129
2000,4/1/08,April,2008,96,Falk,2117,177,NA,NA,0.08,NA,380,NA,NA,0.18,NA,650,NA,0.31,130
2000,4/1/08,April,2008,137,Falk,4,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,131
2000,4/1/08,April,2008,97,Ice Arena,462,52,NA,NA,0.11,NA,102,NA,NA,0.22,NA,133,NA,0.29,132
2000,4/1/08,April,2008,98,Ice Arena,2411,92,NA,NA,0.04,NA,229,NA,NA,0.09,NA,335,NA,0.14,133
2000,4/1/08,April,2008,126,Ice Arena,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,134
2000,4/1/08,April,2008,128,Ice Arena,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,135
2000,4/1/08,April,2008,130,Ice Arena,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,136
2000,4/1/08,April,2008,134,Ice Arena,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,137
2000,4/1/08,April,2008,99,Elver Park,3794,190,NA,NA,0.05,NA,444,NA,NA,0.12,NA,677,NA,0.18,138
2000,4/1/08,April,2008,107,Elver Park,16,0,NA,NA,0,NA,0,NA,NA,0,NA,2,NA,0.13,139
2000,4/1/08,April,2008,114,Elver Park,16,0,NA,NA,0,NA,0,NA,NA,0,NA,4,NA,0.25,140
2000,4/1/08,April,2008,121,Elver Park,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,141
2000,4/1/08,April,2008,122,Elver Park,21,0,NA,NA,0,NA,0,NA,NA,0,NA,4,NA,0.19,142
2000,4/1/08,April,2008,123,Elver Park,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,143
2000,4/1/08,April,2008,124,Elver Park,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,144
2000,4/1/08,April,2008,125,Elver Park,0,0,NA,NA,0,NA,0,NA,NA,0,NA,0,NA,0,145
2000,4/1/08,April,2008,142,Elver Park,5,0,NA,NA,0,NA,0,NA,NA,0,NA,2,NA,0.4,146
2000,11/4/08,November,2008,1,Glendale,2510,0,,NA,0,NA,0,,NA,0,NA,2436,NA,0.97,147
2000,11/4/08,November,2008,2,Lake City,2516,0,,NA,0,NA,1792,,NA,0.71,NA,2258,NA,0.9,148
2000,11/4/08,November,2008,3,Elvehjem,1336,599,,NA,0.45,NA,971,,NA,0.73,NA,1179,NA,0.88,149
2000,11/4/08,November,2008,4,Elvehjem,1533,573,,NA,0.37,NA,1074,,NA,0.7,NA,1401,NA,0.91,150
2000,11/4/08,November,2008,5,Door Creek Church,2181,945,,NA,0.43,NA,1683,,NA,0.77,NA,2518,NA,1.15,151
2000,11/4/08,November,2008,5,Kennedy,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,152
2000,11/4/08,November,2008,6,Kennedy,1642,640,,NA,0.39,NA,1050,,NA,0.64,NA,1427,NA,0.87,153
2000,11/4/08,November,2008,7,New Beginnings,1873,791,,NA,0.42,NA,1434,,NA,0.77,NA,1654,NA,0.88,154
2000,11/4/08,November,2008,8,American Family,1778,575,,NA,0.32,NA,1050,,NA,0.59,NA,1457,NA,0.82,155
2000,11/4/08,November,2008,9,American Family,917,256,,NA,0.28,NA,526,,NA,0.57,NA,710,NA,0.77,156
2000,11/4/08,November,2008,10,LaFollette,1645,633,,NA,0.38,NA,1169,,NA,0.71,NA,1447,NA,0.88,157
2000,11/4/08,November,2008,11,Whitehorse,2503,959,,NA,0.38,NA,1880,,NA,0.75,NA,2139,NA,0.85,158
2000,11/4/08,November,2008,12,Hawthorne,1211,416,,NA,0.34,NA,862,,NA,0.71,NA,1013,NA,0.84,159
2000,11/4/08,November,2008,13,Hawthorne,578,195,,NA,0.34,NA,356,,NA,0.62,NA,426,NA,0.74,160
2000,11/4/08,November,2008,14,MATC Commercial,1341,510,,NA,0.38,NA,0,,NA,0,NA,1128,NA,0.84,161
2000,11/4/08,November,2008,15,Ntnl Guard,754,338,,NA,0.45,NA,517,,NA,0.69,NA,648,NA,0.86,162
2000,11/4/08,November,2008,16,#8 Fire Stn,644,0,,NA,0,NA,476,,NA,0.74,NA,660,NA,1.02,163
2000,11/4/08,November,2008,17,#8 Fire Stn,1801,0,,NA,0,NA,1129,,NA,0.63,NA,1502,NA,0.83,164
2000,11/4/08,November,2008,18,#8 Fire Stn,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,165
2000,11/4/08,November,2008,18,Oakwood,965,480,,NA,0.5,NA,0,,NA,0,NA,1053,NA,1.09,166
2000,11/4/08,November,2008,19,Sandburg,2162,634,,NA,0.29,NA,1277,,NA,0.59,NA,1758,NA,0.81,167
2000,11/4/08,November,2008,20,Sandburg,533,196,,NA,0.37,NA,368,,NA,0.69,NA,488,NA,0.92,168
2000,11/4/08,November,2008,21,Ntnl Guard,419,160,,NA,0.38,NA,265,,NA,0.63,NA,356,NA,0.85,169
2000,11/4/08,November,2008,22,Mendota,1204,0,,NA,0,NA,0,,NA,0,NA,1055,NA,0.88,170
2000,11/4/08,November,2008,23,Mendota,887,0,,NA,0,NA,0,,NA,0,NA,828,NA,0.93,171
2000,11/4/08,November,2008,24,Lindbergh,1498,616,,NA,0.41,NA,999,,NA,0.67,NA,1304,NA,0.87,172
2000,11/4/08,November,2008,25,Black Hawk,3015,0,,NA,0,NA,2189,,NA,0.73,NA,2655,NA,0.88,173
2000,11/4/08,November,2008,26,Warner Park,329,134,,NA,0.41,NA,219,,NA,0.67,NA,281,NA,0.85,174
2000,11/4/08,November,2008,27,Warner Park,1689,576,,NA,0.34,NA,0,,NA,0,NA,1440,NA,0.85,175
2000,11/4/08,November,2008,28,Warner Park,315,128,,NA,0.41,NA,198,,NA,0.63,NA,251,NA,0.8,176
2000,11/4/08,November,2008,29,Warner Park,342,167,,NA,0.49,NA,239,,NA,0.7,NA,292,NA,0.85,177
2000,11/4/08,November,2008,30,St Paul,1182,526,,NA,0.45,NA,856,,NA,0.72,NA,1040,NA,0.88,178
2000,11/4/08,November,2008,31,Sherman,1095,452,,NA,0.41,NA,0,,NA,0,NA,930,NA,0.85,179
2000,11/4/08,November,2008,32,East High,2129,843,,NA,0.4,NA,1429,,NA,0.67,NA,1768,NA,0.83,180
2000,11/4/08,November,2008,33,Olbrich,3000,957,,NA,0.32,NA,2055,,NA,0.69,NA,2518,NA,0.84,181
2000,11/4/08,November,2008,34,O'Keeffe,3534,0,,NA,0,NA,0,,NA,0,NA,2772,NA,0.78,182
2000,11/4/08,November,2008,35,Wil-Mar,2340,834,,NA,0.36,NA,1446,,NA,0.62,NA,1764,NA,0.75,183
2000,11/4/08,November,2008,36,MMB,719,267,,NA,0.37,NA,402,,NA,0.56,NA,537,NA,0.75,184
2000,11/4/08,November,2008,37,Tenney,2025,806,,NA,0.4,NA,1238,,NA,0.61,NA,1539,NA,0.76,185
2000,11/4/08,November,2008,38,Lapham,1863,575,,NA,0.31,NA,0,,NA,0,NA,1313,NA,0.7,186
2000,11/4/08,November,2008,39,Gates of Heaven,3326,901,,NA,0.27,NA,1082,,NA,0.33,NA,2167,NA,0.65,187
2000,11/4/08,November,2008,40,Lowell Hall,2819,700,,NA,0.25,NA,1271,,NA,0.45,NA,1575,NA,0.56,188
2000,11/4/08,November,2008,41,MATC  ,2211,582,,NA,0.26,NA,1113,,NA,0.5,NA,1418,NA,0.64,189
2000,11/4/08,November,2008,42,#1 Fire Stn,3892,0,,NA,0,NA,2037,,NA,0.52,NA,2582,NA,0.66,190
2000,11/4/08,November,2008,43,Madison Library,2350,0,,NA,0,NA,0,,NA,0,NA,1846,NA,0.79,191
2000,11/4/08,November,2008,44,Doyle,5084,0,,NA,0,NA,0,,NA,0,NA,3595,NA,0.71,192
2000,11/4/08,November,2008,45,Gordon Commons,3577,889,,NA,0.25,NA,1887,,NA,0.53,NA,2241,NA,0.63,193
2000,11/4/08,November,2008,46,Memorial Library,3595,891,,NA,0.25,NA,1800,,NA,0.5,NA,2023,NA,0.56,194
2000,11/4/08,November,2008,47,Memorial Union,2191,0,,NA,0,NA,1100,,NA,0.5,NA,1352,NA,0.62,195
2000,11/4/08,November,2008,48,Porchlight,3019,845,,NA,0.28,NA,1758,,NA,0.58,NA,2004,NA,0.66,196
2000,11/4/08,November,2008,49,Brittingham,1252,440,,NA,0.35,NA,0,,NA,0,NA,882,NA,0.7,197
2000,11/4/08,November,2008,50,St James,3408,1110,,NA,0.33,NA,2108,,NA,0.62,NA,2444,NA,0.72,198
2000,11/4/08,November,2008,51,Trinity UMC,1214,662,,NA,0.55,NA,878,,NA,0.72,NA,1039,NA,0.86,199
2000,11/4/08,November,2008,52,Bjarne Romnes,2118,0,,NA,0,NA,0,,NA,0,NA,1696,NA,0.8,200
2000,11/4/08,November,2008,53,Boys & Girls,714,249,,NA,0.35,NA,400,,NA,0.56,NA,589,NA,0.82,201
2000,11/4/08,November,2008,54,Bridge-Lake,1209,488,,NA,0.4,NA,832,,NA,0.69,NA,1035,NA,0.86,202
2000,11/4/08,November,2008,55,MPD South,120,326,,NA,2.72,NA,0,,NA,0,NA,100,NA,0.83,203
2000,11/4/08,November,2008,56,MPD South,1424,326,,NA,0.23,NA,1157,,NA,0.81,NA,1314,NA,0.92,204
2000,11/4/08,November,2008,56,Nghbrhd Interv,0,0,,NA,0,NA,0,,NA,0,NA,0,NA,0,205
2000,11/4/08,November,2008,57,#6 Fire Stn,742,212,,NA,0.29,NA,409,,NA,0.55,NA,573,NA,0.77,206
2000,11/4/08,November,2008,58,Leopold,598,206,,NA,0.34,NA,335,,NA,0.56,NA,435,NA,0.73,207
2000,11/4/08,November,2008,59,Leopold,1310,810,,NA,0.62,NA,942,,NA,0.72,NA,1159,NA,0.88,208
2000,11/4/08,November,2008,60,1st Congregatnl,788,110,,NA,0.14,NA,1825,,NA,2.32,NA,521,NA,0.66,209
2000,11/4/08,November,2008,61,1st Congregatnl,3194,875,,NA,0.27,NA,412,,NA,0.13,NA,2300,NA,0.72,210
2000,11/4/08,November,2008,62,Holt Commons,1780,617,,NA,0.35,NA,978,,NA,0.55,NA,1076,NA,0.6,211
2000,11/4/08,November,2008,63,Eagle Hts,806,301,,NA,0.37,NA,433,,NA,0.54,NA,541,NA,0.67,212
2000,11/4/08,November,2008,64,West High,2365,690,,NA,0.29,NA,1195,,NA,0.51,NA,1725,NA,0.73,213
2000,11/4/08,November,2008,65,Blessed Sacrament,1805,0,,NA,0,NA,0,,NA,0,NA,1492,NA,0.83,214
2000,11/4/08,November,2008,66,Dudgeon,2016,732,,NA,0.36,NA,0,,NA,0,NA,1740,NA,0.86,215
2000,11/4/08,November,2008,67,Thoreau,2659,1090,,NA,0.41,NA,0,,NA,0,NA,2219,NA,0.83,216
